idx,나이,관심 아이템,관심 아웃도어
13072,37.0,,
13073,32.0,,"[0,0,0,0,0,0,1,0,0,0]"
13074,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13075,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13076,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13077,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13078,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
13079,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13080,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13081,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13082,52.0,,
13083,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13084,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13085,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13086,31.0,,"[0,0,0,0,0,0,0,0,1,0]"
13087,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13088,44.0,,
13089,44.0,,
13091,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
13092,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13093,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13094,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13095,40.0,,"[0,0,0,0,1,0,0,0,0,0]"
13096,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13097,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13098,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13099,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13100,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13101,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13102,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13103,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
13104,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13105,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13106,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13107,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13108,57.0,,"[1,0,0,0,0,0,0,0,0,0]"
13109,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13110,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13111,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13112,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13113,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13114,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13115,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13116,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13117,36.0,,
13118,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13119,40.0,,"[0,0,0,0,1,0,0,0,0,0]"
13120,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13121,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13122,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13123,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13124,31.0,,
13125,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13126,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13127,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13128,32.0,,
13129,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13130,27.0,,"[0,0,1,0,0,0,0,0,0,0]"
13131,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13132,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13133,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13134,35.0,,"[0,0,0,0,0,0,1,0,0,0]"
13136,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13137,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13138,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13139,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13140,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13141,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13143,36.0,,"[0,0,0,0,1,0,0,0,0,0]"
13144,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13145,43.0,,"[0,0,0,0,0,0,1,0,0,0]"
13146,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13147,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13148,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13149,28.0,,"[0,0,0,0,0,1,0,0,0,0]"
13150,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13151,21.0,,"[1,0,0,0,0,0,0,0,0,0]"
13152,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13153,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13154,47.0,,
13155,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13156,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13157,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13158,,,"[0,0,0,0,0,0,0,0,0,1]"
13159,71.0,,"[1,0,0,0,0,0,0,0,0,0]"
13160,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
13161,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13162,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13163,35.0,,"[0,0,0,0,1,0,0,0,0,0]"
13164,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13165,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
13166,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13167,37.0,,
13168,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
13170,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13171,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13172,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13173,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13174,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13175,39.0,,
13176,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13177,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
13178,35.0,,"[0,0,0,0,0,0,0,0,1,0]"
13179,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13180,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13181,51.0,,
13182,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13183,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13184,38.0,,
13185,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13186,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13187,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13188,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13189,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13190,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
13191,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13192,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13193,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13194,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13195,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13196,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13197,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13198,47.0,,"[0,0,0,0,0,0,0,0,0,1]"
13199,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13200,58.0,,"[1,0,0,0,0,0,0,0,0,0]"
13201,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13202,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13203,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13204,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13205,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13206,21.0,,"[0,0,0,0,0,0,1,0,0,0]"
13207,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13208,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13209,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13210,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13211,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13212,20.0,,"[0,0,0,0,0,0,0,0,0,1]"
13213,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
13214,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13215,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13216,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13217,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
13218,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13219,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13220,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13221,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13222,55.0,,"[0,0,0,0,0,1,0,0,0,0]"
13223,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13224,,,"[1,0,0,0,0,0,0,0,0,0]"
13225,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13226,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13227,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13228,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13229,,,"[0,0,0,0,0,0,0,0,0,1]"
13230,52.0,,
13231,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13232,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13233,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13234,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13235,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13236,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13237,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
13238,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13239,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13240,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
13241,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13242,36.0,,"[0,1,0,0,0,0,0,0,0,0]"
13243,26.0,,
13244,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13245,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13246,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13247,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13248,28.0,,
13249,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
13250,33.0,,
13251,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13252,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
13253,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13254,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13255,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
13256,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13257,18.0,,"[1,0,0,0,0,0,0,0,0,0]"
13258,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13259,33.0,,
13260,31.0,,"[0,0,0,0,0,0,0,0,1,0]"
13261,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13262,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13263,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13264,25.0,,"[0,1,0,0,0,0,0,0,0,0]"
13265,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13266,,,"[0,0,0,0,0,1,0,0,0,0]"
13267,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13268,29.0,,"[0,0,1,0,0,0,0,0,0,0]"
13269,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13270,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13271,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13272,33.0,,
13274,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13275,30.0,,"[0,0,0,0,0,0,1,0,0,0]"
13276,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13277,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13278,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13279,41.0,"[1,0,0]",
13280,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13281,28.0,,"[0,0,0,0,1,0,0,0,0,0]"
13282,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13283,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13284,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13285,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13286,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13287,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13288,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
13289,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13290,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13291,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13292,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13293,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13294,39.0,,"[0,0,0,0,1,0,0,0,0,0]"
13295,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13296,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13297,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13298,29.0,,
13299,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13300,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13301,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13305,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
13306,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13307,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13308,37.0,,
13309,34.0,,
13311,52.0,,"[0,0,0,0,0,0,0,0,0,1]"
13312,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13313,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13314,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
13315,,,"[1,0,0,0,0,0,0,0,0,0]"
13316,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
13317,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13318,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
13319,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
13320,34.0,,
13321,26.0,,"[0,0,0,0,0,0,0,0,0,1]"
13322,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13323,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13324,34.0,,"[0,0,0,0,1,0,0,0,0,0]"
13325,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13326,16.0,,"[1,0,0,0,0,0,0,0,0,0]"
13328,40.0,,"[0,0,0,0,0,0,0,0,1,0]"
13329,23.0,,"[1,0,0,0,0,0,0,0,0,0]"
13330,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13331,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13332,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
13333,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
13334,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13335,29.0,,
13336,29.0,,"[0,0,0,0,0,0,1,0,0,0]"
13337,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13338,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13339,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13340,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13343,32.0,,
13344,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13345,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13346,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13347,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13348,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13349,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13350,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13351,44.0,,"[0,0,0,0,0,1,0,0,0,0]"
13352,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13353,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13354,56.0,,"[1,0,0,0,0,0,0,0,0,0]"
13355,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13356,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13357,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13358,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13359,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13360,38.0,,"[0,0,0,0,1,0,0,0,0,0]"
13361,34.0,,"[0,0,0,0,0,1,0,0,0,0]"
13362,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13363,45.0,,"[0,0,0,0,0,0,0,0,0,1]"
13364,22.0,,"[1,0,0,0,0,0,0,0,0,0]"
13365,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13366,26.0,,
13367,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13368,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13370,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13371,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13372,34.0,,"[0,1,0,0,0,0,0,0,0,0]"
13373,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13374,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13375,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13376,34.0,,
13377,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13378,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13379,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13380,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13381,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
13382,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13383,37.0,,"[0,0,0,0,0,0,1,0,0,0]"
13384,31.0,,
13385,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
13386,28.0,,"[0,0,0,1,0,0,0,0,0,0]"
13387,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13388,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13389,38.0,,
13390,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
13391,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13392,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13393,27.0,,"[0,0,0,0,0,0,1,0,0,0]"
13394,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13395,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13396,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13397,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13398,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13399,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13400,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13401,43.0,,
13402,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13403,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
13404,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13405,45.0,,
13406,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13407,,,"[0,0,0,0,1,0,0,0,0,0]"
13408,35.0,,
13409,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
13410,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13411,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
13412,24.0,,
13413,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13414,44.0,,
13415,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13416,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13418,55.0,,
13419,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
13420,44.0,,
13421,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13422,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
13423,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13424,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13425,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13426,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13427,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13428,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13429,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13430,36.0,,"[0,0,0,0,0,1,0,0,0,0]"
13431,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13432,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13433,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13434,24.0,,"[0,0,0,0,0,0,1,0,0,0]"
13435,24.0,,"[0,0,0,0,0,0,0,0,1,0]"
13436,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13437,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13438,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13439,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13440,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13441,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13442,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13443,30.0,,
13444,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
13445,37.0,,
13446,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13447,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13448,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13449,35.0,,
13450,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13451,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13452,40.0,,"[0,0,0,0,0,0,1,0,0,0]"
13453,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13454,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13455,52.0,,"[1,0,0,0,0,0,0,0,0,0]"
13456,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
13457,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13458,27.0,,
13459,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13460,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13461,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13462,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13463,33.0,,"[0,0,0,1,0,0,0,0,0,0]"
13464,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13465,29.0,,
13466,36.0,,
13467,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13468,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13469,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
13470,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13471,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13472,361.0,,
13473,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13474,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13475,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13476,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
13477,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13478,46.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
13479,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13480,35.0,,
13481,31.0,,
13482,31.0,,"[0,0,0,0,0,0,1,0,0,0]"
13483,53.0,,"[1,0,0,0,0,0,0,0,0,0]"
13484,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
13485,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13486,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
13487,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13488,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13489,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
13490,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
13491,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13492,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13493,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13494,40.0,,
13495,38.0,,
13496,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
13497,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13498,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13499,42.0,,"[0,0,0,0,0,0,0,0,0,1]"
13500,42.0,,"[0,0,0,0,0,1,0,0,0,0]"
13501,24.0,,"[0,0,0,0,0,0,0,0,0,1]"
13502,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13503,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13504,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13505,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13506,34.0,,"[0,0,0,0,0,0,1,0,0,0]"
13507,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13508,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13509,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13510,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
13511,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
13512,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13513,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13514,25.0,,"[1,0,0,0,0,0,0,0,0,0]"
13516,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
13517,50.0,,"[0,0,0,0,0,0,0,0,0,1]"
13518,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13519,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
13520,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
13521,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13522,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13523,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
13524,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13525,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
13526,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
13527,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13528,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
13529,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
13530,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
13531,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13532,55.0,,"[1,0,0,0,0,0,0,0,0,0]"
13533,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13534,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13535,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13536,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
13537,28.0,,"[0,0,0,0,1,0,0,0,0,0]"
13538,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13539,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
13540,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
13541,35.0,,"[0,0,0,0,0,0,1,0,0,0]"
13542,,,
13543,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13544,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13545,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
13546,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
13547,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
13548,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13549,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
13550,36.0,,
13551,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
13552,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13553,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
13554,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
13555,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
13556,23.0,,"[0,0,0,0,0,0,1,0,0,0]"
13557,34.0,,
13558,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
13559,43.0,,
