idx,나이,관심 아이템,관심 아웃도어
21227,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21228,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21229,38.0,,
21230,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21231,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21232,47.0,,"[0,0,0,0,0,1,0,0,0,0]"
21233,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21234,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21235,34.0,,"[0,0,0,0,0,0,0,0,0,1]"
21236,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21237,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21238,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21239,31.0,,
21240,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21241,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21242,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21243,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21244,31.0,,
21245,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21246,31.0,,
21247,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21248,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21249,26.0,,"[0,0,0,0,0,0,0,0,0,1]"
21250,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21251,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21252,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21253,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21254,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21255,30.0,,"[0,1,0,0,0,0,0,0,0,0]"
21256,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21257,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21258,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
21259,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
21260,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21261,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21262,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21263,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
21264,31.0,,"[0,1,0,0,0,0,0,0,0,0]"
21265,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21266,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21267,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21268,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21269,30.0,,"[0,0,0,0,0,0,0,0,0,1]"
21270,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
21271,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21272,32.0,,"[0,0,0,0,0,0,1,0,0,0]"
21273,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21274,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21275,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21276,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21277,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
21278,58.0,,"[1,0,0,0,0,0,0,0,0,0]"
21279,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21280,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
21281,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21282,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21283,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21284,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21285,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21286,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
21287,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
21288,26.0,,"[0,0,0,0,0,0,0,0,0,1]"
21289,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
21290,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21291,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21292,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21293,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21294,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21295,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21296,30.0,,
21297,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
21298,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21299,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21300,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21301,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21302,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21303,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21304,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21305,37.0,,"[0,0,0,0,0,1,0,0,0,0]"
21306,48.0,,"[1,0,0,0,0,0,0,0,0,0]"
21308,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21309,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21310,29.0,,"[0,0,0,0,1,0,0,0,0,0]"
21311,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21312,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21313,42.0,,
21314,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21315,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21316,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21317,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21318,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21319,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21320,58.0,,
21321,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21322,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21323,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21324,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21325,43.0,,
21326,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21327,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21328,56.0,,
21329,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21330,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
21331,36.0,,"[0,0,0,0,0,1,0,0,0,0]"
21332,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21333,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21334,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21335,41.0,,"[0,0,0,0,0,1,0,0,0,0]"
21336,30.0,,"[0,1,0,0,0,0,0,0,0,0]"
21337,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21338,38.0,,"[0,0,0,0,0,1,0,0,0,0]"
21339,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21340,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21341,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21342,34.0,,
21343,30.0,,
21344,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21345,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
21346,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21347,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21348,27.0,,"[0,0,0,0,0,0,1,0,0,0]"
21349,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21350,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21351,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21352,42.0,,"[0,0,0,0,0,1,0,0,0,0]"
21353,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21354,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
21355,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21356,29.0,,"[0,0,0,0,0,0,0,0,1,0]"
21357,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21358,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21359,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
21360,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21361,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21362,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21363,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
21364,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21365,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21366,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
21367,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21368,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21369,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21370,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21371,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21372,36.0,,"[0,0,0,0,0,0,0,0,1,0]"
21373,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21374,35.0,,"[0,0,0,0,0,1,0,0,0,0]"
21375,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21376,27.0,,"[0,0,0,0,1,0,0,0,0,0]"
21377,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21378,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
21379,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21380,53.0,,"[0,0,0,0,0,1,0,0,0,0]"
21381,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21382,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21383,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21384,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21385,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21386,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21387,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21388,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21389,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21390,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
21391,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21392,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21393,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21394,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21395,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21396,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21397,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21398,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21399,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21400,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21401,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21403,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21404,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21405,32.0,,
21406,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21407,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21408,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21409,,,"[1,0,0,0,0,0,0,0,0,0]"
21410,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
21411,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
21412,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21413,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21414,44.0,,"[0,0,0,0,0,0,0,0,0,1]"
21415,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
21416,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21417,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21418,35.0,,
21419,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21420,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21421,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21423,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21424,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
21425,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21426,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21427,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21428,41.0,,"[0,0,0,0,1,0,0,0,0,0]"
21429,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21430,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21431,31.0,,"[0,0,0,0,0,0,0,0,0,1]"
21432,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21433,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
21434,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21435,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21436,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21437,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
21438,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21439,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21440,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21441,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21442,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21443,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21444,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
21445,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21446,36.0,,"[0,0,0,0,0,0,0,0,0,1]"
21447,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21448,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21449,123.0,,"[0,0,0,0,1,0,0,0,0,0]"
21451,32.0,,"[0,0,0,0,0,1,0,0,0,0]"
21452,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
21453,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21454,40.0,,"[0,0,0,0,0,0,0,0,0,1]"
21455,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21456,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
21457,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21458,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21459,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
21460,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21461,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21462,41.0,,"[0,0,0,0,0,1,0,0,0,0]"
21463,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
21464,49.0,,"[1,0,0,0,0,0,0,0,0,0]"
21465,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21466,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21467,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21468,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21469,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
21470,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21471,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
21472,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21473,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21474,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21475,48.0,,
21476,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21477,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21478,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
21480,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21481,33.0,,"[0,0,0,0,0,0,0,0,0,1]"
21482,35.0,,"[0,0,0,0,0,0,1,0,0,0]"
21483,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21484,26.0,,"[0,0,0,0,0,1,0,0,0,0]"
21485,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21486,,,"[1,0,0,0,0,0,0,0,0,0]"
21487,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21488,,,"[1,0,0,0,0,0,0,0,0,0]"
21489,52.0,,"[1,0,0,0,0,0,0,0,0,0]"
21490,24.0,,"[1,0,0,0,0,0,0,0,0,0]"
21491,64.0,,"[1,0,0,0,0,0,0,0,0,0]"
21492,31.0,,
21493,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21494,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21495,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21496,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21497,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21498,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
21499,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21500,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
21502,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21503,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21504,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
21505,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
21506,26.0,,"[0,0,0,0,0,0,0,0,0,1]"
21507,29.0,,"[0,0,0,0,0,1,0,0,0,0]"
21508,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21509,40.0,,
21510,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
21511,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21512,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21513,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21514,60.0,,"[0,0,0,0,0,0,0,0,0,1]"
21515,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21516,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21517,41.0,,"[0,0,0,0,0,1,0,0,0,0]"
21518,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21519,43.0,,
21520,36.0,,"[0,0,0,0,1,0,0,0,0,0]"
21521,25.0,,"[0,1,0,0,0,0,0,0,0,0]"
21522,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21523,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21524,55.0,,"[1,0,0,0,0,0,0,0,0,0]"
21525,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21526,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21527,45.0,,"[1,0,0,0,0,0,0,0,0,0]"
21528,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21529,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21530,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21531,44.0,,
21532,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21533,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21534,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21535,35.0,,
21536,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21537,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21538,,,"[1,0,0,0,0,0,0,0,0,0]"
21539,25.0,,"[0,0,0,0,0,0,0,0,0,1]"
21540,37.0,,
21541,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21542,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21543,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21544,39.0,,"[0,0,0,0,0,0,0,0,0,1]"
21545,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21546,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21547,28.0,,
21548,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21549,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21550,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21551,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21552,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21553,30.0,,"[0,0,0,0,1,0,0,0,0,0]"
21554,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21555,31.0,,"[0,0,0,0,0,1,0,0,0,0]"
21556,30.0,,"[0,1,0,0,0,0,0,0,0,0]"
21557,26.0,,"[0,0,0,0,0,1,0,0,0,0]"
21558,38.0,,"[0,0,0,0,0,1,0,0,0,0]"
21559,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21560,34.0,,
21561,41.0,,
21562,30.0,,
21563,29.0,,"[0,1,0,0,0,0,0,0,0,0]"
21564,29.0,,"[0,0,0,0,0,0,0,0,0,1]"
21565,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21566,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
21567,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21568,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21569,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21570,42.0,,"[1,0,0,0,0,0,0,0,0,0]"
21571,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21572,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21573,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
21574,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21575,35.0,,"[0,0,0,0,0,1,0,0,0,0]"
21576,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21577,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21578,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
21579,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21580,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21581,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21582,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21583,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21584,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21585,47.0,,"[1,0,0,0,0,0,0,0,0,0]"
21586,28.0,,"[0,0,0,0,0,1,0,0,0,0]"
21587,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21588,34.0,,
21589,37.0,,"[0,0,0,0,0,1,0,0,0,0]"
21590,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
21591,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
21592,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21593,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21594,30.0,,"[1,0,0,0,0,0,0,0,0,0]"
21595,43.0,,"[0,0,0,0,0,0,0,0,0,1]"
21596,43.0,,"[0,1,0,0,0,0,0,0,0,0]"
21597,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21598,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21599,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21600,37.0,,
21601,49.0,,"[0,0,0,0,0,0,0,0,0,1]"
21602,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21603,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
21604,28.0,,"[0,0,0,0,0,0,0,0,0,1]"
21605,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21606,27.0,,"[0,0,0,0,0,0,0,0,0,1]"
21607,29.0,,
21608,,,
21609,41.0,,"[0,0,0,0,0,1,0,0,0,0]"
21610,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21611,32.0,,
21612,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21613,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21614,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21615,54.0,,"[1,0,0,0,0,0,0,0,0,0]"
21616,31.0,,
21617,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21630,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21631,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
21632,32.0,,
21633,35.0,,
21634,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21635,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21636,35.0,,
21637,36.0,,
21638,31.0,,"[0,0,0,0,1,0,0,0,0,0]"
21639,28.0,,"[1,0,0,0,0,0,0,0,0,0]"
21640,37.0,,
21641,50.0,,"[1,0,0,0,0,0,0,0,0,0]"
21642,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21643,35.0,,"[0,0,0,0,0,0,0,0,0,1]"
21644,44.0,,"[1,0,0,0,0,0,0,0,0,0]"
21645,38.0,,
21646,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21647,37.0,,
21648,32.0,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
21649,61.0,,"[1,0,0,0,0,0,0,0,0,0]"
21651,51.0,,"[1,0,0,0,0,0,0,0,0,0]"
21652,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21653,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21655,14.0,,
21656,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21657,50.0,,"[0,0,0,0,0,1,0,0,0,0]"
21658,46.0,,"[1,0,0,0,0,0,0,0,0,0]"
21659,32.0,,"[0,0,0,0,0,0,0,0,0,1]"
21660,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21661,29.0,,
21662,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21663,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21664,33.0,,"[0,0,0,0,0,1,0,0,0,0]"
21665,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21666,38.0,,"[0,0,0,0,0,0,0,0,0,1]"
21667,30.0,,"[0,0,0,0,0,1,0,0,0,0]"
21668,40.0,,
21669,57.0,,"[1,0,0,0,0,0,0,0,0,0]"
21670,,,"[0,0,0,0,0,0,0,0,0,1]"
21671,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21672,35.0,,"[1,0,0,0,0,0,0,0,0,0]"
21673,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21674,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21675,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21676,26.0,,"[1,0,0,0,0,0,0,0,0,0]"
21677,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21678,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21679,43.0,,"[1,0,0,0,0,0,0,0,0,0]"
21680,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21681,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21682,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21683,38.0,,
21684,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21685,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21686,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21687,40.0,,"[1,0,0,0,0,0,0,0,0,0]"
21688,42.0,,"[0,0,0,0,1,0,0,0,0,0]"
21689,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21690,57.0,,"[0,0,0,0,0,0,0,0,0,1]"
21691,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21692,38.0,,
21693,41.0,,"[1,0,0,0,0,0,0,0,0,0]"
21694,36.0,,"[1,0,0,0,0,0,0,0,0,0]"
21695,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21696,39.0,,"[1,0,0,0,0,0,0,0,0,0]"
21697,29.0,,"[1,0,0,0,0,0,0,0,0,0]"
21698,40.0,,
21699,41.0,,"[0,0,0,0,0,0,0,0,0,1]"
21700,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21701,32.0,,"[1,0,0,0,0,0,0,0,0,0]"
21702,37.0,,"[0,0,0,0,0,0,0,0,0,1]"
21703,37.0,,
21704,33.0,,"[1,0,0,0,0,0,0,0,0,0]"
21705,32.0,,"[0,1,0,0,0,0,0,0,0,0]"
21706,38.0,,"[1,0,0,0,0,0,0,0,0,0]"
21707,43.0,,
21708,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21709,34.0,,"[1,0,0,0,0,0,0,0,0,0]"
21710,36.0,,
21711,37.0,,
21712,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21713,27.0,,"[1,0,0,0,0,0,0,0,0,0]"
21714,37.0,,"[1,0,0,0,0,0,0,0,0,0]"
21715,31.0,,"[1,0,0,0,0,0,0,0,0,0]"
21716,45.0,,
21717,36.0,,
21719,39.0,,
21720,32.0,,"[0,0,0,0,1,0,0,0,0,0]"
